date_time_,date_,time_,open_,open_t,high_,low_,close_,volume_,turnover_,ratio
201702281500,20170228,930,122763.37523474121,121858.8018593994,122763.37523474121,121729.57384357908,121858.8018593994,407341.0,384780992.0,113.677001953125
201703011500,20170301,930,121858.8018593994,122634.14721892089,122892.60325056151,121729.57384357908,122504.93057080077,369720.0,350366912.0,113.677001953125
201703021500,20170302,930,122634.14721892089,122892.60325056151,123409.50394614256,122375.70255498045,122634.14721892089,346994.0,330158016.0,113.677001953125
201703031500,20170303,930,122892.60325056151,121600.35719545897,123151.04791450195,121729.57384357908,121858.8018593994,403629.0,382395904.0,113.677001953125
201703061500,20170306,930,121600.35719545897,121471.12917963866,121858.8018593994,120954.2284840576,121471.12917963866,342655.0,321952512.0,113.677001953125
201703071500,20170307,930,121471.12917963866,121988.02987521971,122246.47453916015,121341.90116381834,122117.25789104003,404511.0,381212288.0,113.677001953125
201703081500,20170308,930,121988.02987521971,121858.8018593994,122246.47453916015,121471.12917963866,122117.25789104003,294673.0,277747392.0,113.677001953125
201703091500,20170309,930,121858.8018593994,121600.35719545897,122117.25789104003,121471.12917963866,121729.57384357908,244438.0,230425200.0,113.677001953125
201703101500,20170310,930,121600.35719545897,121212.68451569823,121729.57384357908,120954.2284840576,121212.68451569823,378170.0,354813696.0,113.677001953125
201703131500,20170313,930,121212.68451569823,121341.90116381834,121600.35719545897,120954.2284840576,121471.12917963866,390182.0,366140096.0,113.677001953125
201703141500,20170314,930,121341.90116381834,121858.8018593994,122117.25789104003,121083.45649987792,121988.02987521971,545304.0,513148512.0,113.677001953125
201703151500,20170315,930,121858.8018593994,121729.57384357908,122246.47453916015,121600.35719545897,121988.02987521971,404484.0,381594112.0,113.677001953125
201703161500,20170316,930,121729.57384357908,122504.93057080077,122504.93057080077,121729.57384357908,122504.93057080077,546561.0,515943712.0,113.677001953125
201703171500,20170317,930,122504.93057080077,122117.25789104003,123151.04791450195,122117.25789104003,123021.81989868163,635954.0,603449984.0,113.677001953125
201703201500,20170320,930,122117.25789104003,120049.65510871582,122246.47453916015,120178.88312453612,120308.11114035646,1583647.0,1482737024.0,113.677001953125
201703211500,20170321,930,120049.65510871582,119532.76578083498,120308.11114035646,119145.08173337401,119532.76578083498,715022.0,661886976.0,113.677001953125
201703221500,20170322,930,119532.76578083498,118886.63706943361,119661.98242895506,118886.63706943361,119403.53776501465,554649.0,511914304.0,113.677001953125
201703231500,20170323,930,118886.63706943361,118369.73637385255,119145.08173337401,118240.51972573243,118369.73637385255,566124.0,519331008.0,113.677001953125
201703241500,20170324,930,118369.73637385255,118886.63706943361,119403.53776501465,118369.73637385255,118886.63706943361,433588.0,398986592.0,113.677001953125
201703271500,20170327,930,118886.63706943361,117852.8356782715,119403.53776501465,118369.73637385255,118757.40905361329,710828.0,653533824.0,113.677001953125
201703281500,20170328,930,117852.8356782715,118369.73637385255,118757.40905361329,117465.16299851076,118111.29170991213,985012.0,900094528.0,113.677001953125
201703291500,20170329,930,118369.73637385255,117982.0636940918,118498.96438967287,117594.39101433106,117852.8356782715,481373.0,439405792.0,113.677001953125
201703301500,20170330,930,117982.0636940918,117852.8356782715,118240.51972573243,117465.16299851076,117723.61903015137,601141.0,548060672.0,113.677001953125
201703311500,20170331,930,117852.8356782715,117335.94635039063,117852.8356782715,117077.49031875002,117335.94635039063,687286.0,623995520.0,113.677001953125
201704051500,20170405,930,117335.94635039063,118369.73637385255,118628.19240549317,117335.94635039063,118498.96438967287,633121.0,578579072.0,113.677001953125
201704061500,20170406,930,118369.73637385255,118886.63706943361,119145.08173337401,118240.51972573243,119015.86508525391,499150.0,458567808.0,113.677001953125
201704071500,20170407,930,118886.63706943361,118757.40905361329,119145.08173337401,118498.96438967287,118886.63706943361,434391.0,399119008.0,113.677001953125
201704101500,20170410,930,118757.40905361329,118886.63706943361,119145.08173337401,118498.96438967287,118886.63706943361,514845.0,473366400.0,113.677001953125
201704111500,20170411,930,118886.63706943361,118498.96438967287,119015.86508525391,118498.96438967287,118628.19240549317,401344.0,368681984.0,113.677001953125
201704121500,20170412,930,118498.96438967287,118369.73637385255,118757.40905361329,117465.16299851076,118240.51972573243,612438.0,560304128.0,113.677001953125
201704131500,20170413,930,118369.73637385255,117723.61903015137,118498.96438967287,117594.39101433106,117852.8356782715,455337.0,416101184.0,113.677001953125
201704141500,20170414,930,117723.61903015137,117723.61903015137,118111.29170991213,117594.39101433106,117852.8356782715,357443.0,325949888.0,113.677001953125
201704171500,20170417,930,117723.61903015137,117335.94635039063,117852.8356782715,117077.49031875002,117335.94635039063,490501.0,445637504.0,113.677001953125
201704181500,20170418,930,117335.94635039063,117465.16299851076,117723.61903015137,116948.27367062989,117594.39101433106,531892.0,483130496.0,113.677001953125
201704191500,20170419,930,117465.16299851076,116689.81763898926,117594.39101433106,116948.27367062989,116948.27367062989,335377.0,304162848.0,113.677001953125
201704201500,20170420,930,116689.81763898926,115009.89890412598,116819.04565480958,115009.89890412598,115139.1269199463,799669.0,714963712.0,113.677001953125
201704211500,20170421,930,115009.89890412598,115268.3435680664,115526.79959970702,114880.67088830566,115268.3435680664,437630.0,390063552.0,113.677001953125
201704241500,20170424,930,115268.3435680664,115914.47227946777,116172.9169434082,115009.89890412598,115914.47227946777,325408.0,291126080.0,113.677001953125
201704251500,20170425,930,115914.47227946777,115397.57158388672,116043.70029528809,115009.89890412598,115397.57158388672,394995.0,352926400.0,113.677001953125
201704261500,20170426,930,115397.57158388672,116302.1449592285,116431.37297504884,115397.57158388672,116302.1449592285,377933.0,339230100.0,113.677001953125
201704271500,20170427,930,116302.1449592285,115914.47227946777,116431.37297504884,115785.24426364746,116172.9169434082,382147.0,343316096.0,113.677001953125
201704281500,20170428,930,115914.47227946777,115785.24426364746,116043.70029528809,115139.1269199463,115914.47227946777,387393.0,346186976.0,113.677001953125
201705021500,20170502,930,115785.24426364746,115785.24426364746,116172.9169434082,115268.3435680664,116172.9169434082,286446.0,256106704.0,113.677001953125
201705031500,20170503,930,115785.24426364746,115268.3435680664,115785.24426364746,115009.89890412598,115526.79959970702,311026.0,277665888.0,113.677001953125
201705041500,20170504,930,115268.3435680664,114880.67088830566,115397.57158388672,114880.67088830566,115139.1269199463,280311.0,249660880.0,113.677001953125
201705051500,20170505,930,114880.67088830566,112942.30748950195,114880.67088830566,112683.85145786134,112942.30748950195,696517.0,613783424.0,113.677001953125
201705081500,20170508,930,112942.30748950195,111133.16073881836,113200.75215344239,110874.71607487793,111520.8334185791,623701.0,539541760.0,113.677001953125
201705091500,20170509,930,111133.16073881836,110616.2600432373,111391.6054027588,110487.04339511719,110745.48805905762,460090.0,394424128.0,113.677001953125
201705101500,20170510,930,110616.2600432373,111520.8334185791,111650.06143439941,110487.04339511719,111650.06143439941,324194.0,279119680.0,113.677001953125
201705111500,20170511,930,111520.8334185791,111779.28945021973,113588.42483320313,111520.8334185791,112037.73411416016,573078.0,498675296.0,113.677001953125
201705121500,20170512,930,111779.28945021973,112166.96212998047,112683.85145786134,111133.16073881836,112425.4067939209,503644.0,436444288.0,113.677001953125
201705151500,20170515,930,112166.96212998047,114880.67088830566,115009.89890412598,111779.28945021973,115009.89890412598,917968.0,809131904.0,113.677001953125
201705161500,20170516,930,114880.67088830566,114234.5535446045,115656.02761552735,113846.88086484376,114492.99820854492,536578.0,476417664.0,113.677001953125
201705171500,20170517,930,114234.5535446045,113846.88086484376,114363.7815604248,112942.30748950195,114234.5535446045,524872.0,461069300.0,113.677001953125
201705181500,20170518,930,113846.88086484376,112683.85145786134,113846.88086484376,113071.53550532227,113329.9801692627,417338.0,365987584.0,113.677001953125
201705191500,20170519,930,112683.85145786134,112942.30748950195,113329.9801692627,112683.85145786134,112813.07947368165,227401.0,198765584.0,113.677001953125
201705221500,20170522,930,112942.30748950195,112166.96212998047,113200.75215344239,112166.96212998047,112296.17877810058,294271.0,256396864.0,113.677001953125
201705231500,20170523,930,112166.96212998047,112037.73411416016,112813.07947368165,111262.38875463867,112166.96212998047,679120.0,588546752.0,113.677001953125
201705241500,20170524,930,112037.73411416016,113459.20818508301,114234.5535446045,111779.28945021973,113588.42483320313,800040.0,702123776.0,113.677001953125
201705251500,20170525,930,113459.20818508301,113588.42483320313,114105.32552878419,112166.96212998047,113846.88086484376,532377.0,466560640.0,113.677001953125
201705261500,20170526,930,113588.42483320313,117335.94635039063,117982.0636940918,113459.20818508301,117594.39101433106,1621544.0,1462763008.0,113.677001953125
201705311500,20170531,930,117335.94635039063,117594.39101433106,117982.0636940918,116819.04565480958,117594.39101433106,895366.0,813387200.0,113.677001953125
201706011500,20170601,930,117594.39101433106,118886.63706943361,119274.30974919435,117077.49031875002,118886.63706943361,1033211.0,948741888.0,113.677001953125
201706021500,20170602,930,118886.63706943361,118628.19240549317,119274.30974919435,117852.8356782715,118757.40905361329,566183.0,519544672.0,113.677001953125
201706051500,20170605,930,118628.19240549317,117982.0636940918,120049.65510871582,118111.29170991213,118498.96438967287,770757.0,710119492.0,113.677001953125
201706061500,20170606,930,117982.0636940918,116431.37297504884,118498.96438967287,116172.9169434082,116689.81763898926,634133.0,573460415.0,113.677001953125
201706071500,20170607,930,116431.37297504884,116560.58962316895,117077.49031875002,116172.9169434082,116819.04565480958,355342.0,320520896.0,113.677001953125
201706081500,20170608,930,116560.58962316895,117723.61903015137,118240.51972573243,116431.37297504884,117982.0636940918,645723.0,587357696.0,113.677001953125
201706091500,20170609,930,117723.61903015137,118240.51972573243,118240.51972573243,117335.94635039063,117982.0636940918,383004.0,348860768.0,113.677001953125
201706121500,20170612,930,118240.51972573243,118240.51972573243,119015.86508525391,117852.8356782715,118240.51972573243,685468.0,628281732.0,113.677001953125
201706131500,20170613,930,118240.51972573243,117723.61903015137,118757.40905361329,117594.39101433106,117723.61903015137,504578.0,461493696.0,113.677001953125
201706141500,20170614,930,117723.61903015137,117852.8356782715,118111.29170991213,116948.27367062989,117852.8356782715,448435.0,407876704.0,113.677001953125
201706151500,20170615,930,117852.8356782715,117335.94635039063,117982.0636940918,116819.04565480958,117335.94635039063,375444.0,340596128.0,113.677001953125
201706161500,20170616,930,117335.94635039063,116819.04565480958,117335.94635039063,116689.81763898926,116819.04565480958,337798.0,305610496.0,113.677001953125
201706191500,20170619,930,116819.04565480958,116689.81763898926,117335.94635039063,116431.37297504884,116560.58962316895,285991.0,258559008.0,113.677001953125
201706201500,20170620,930,116689.81763898926,117852.8356782715,118240.51972573243,116689.81763898926,117982.0636940918,489705.0,446000768.0,113.677001953125
201706211500,20170621,930,117852.8356782715,118498.96438967287,118369.73637385255,117465.16299851076,117852.8356782715,313616.0,286053888.0,113.677001953125
201706221500,20170622,930,118498.96438967287,118240.51972573243,118628.19240549317,117723.61903015137,118240.51972573243,496932.0,454488896.0,113.677001953125
201706231500,20170623,930,118240.51972573243,119274.30974919435,121471.12917963866,118111.29170991213,119532.76578083498,1426958.0,1325210621.0,113.677001953125
201706261500,20170626,930,119274.30974919435,119661.98242895506,119791.21044477541,118498.96438967287,119532.76578083498,584004.0,538303552.0,113.677001953125
201706271500,20170627,930,119661.98242895506,120178.88312453612,121341.90116381834,119661.98242895506,120178.88312453612,710770.0,663762816.0,113.677001953125
201706281500,20170628,930,120178.88312453612,120825.01183593752,121341.90116381834,119791.21044477541,120954.2284840576,546016.0,509162016.0,113.677001953125
201706291500,20170629,930,120825.01183593752,121858.8018593994,122634.14721892089,120566.55580429686,121858.8018593994,1168796.0,1102438144.0,113.677001953125
201706301500,20170630,930,121858.8018593994,121471.12917963866,122117.25789104003,121083.45649987792,121858.8018593994,488805.0,459810432.0,113.677001953125
201707031500,20170703,930,121471.12917963866,121471.12917963866,121858.8018593994,120308.11114035646,121341.90116381834,499633.0,468003520.0,113.677001953125
201707041500,20170704,930,121471.12917963866,121471.12917963866,121858.8018593994,120695.78382011717,121471.12917963866,388349.0,364465856.0,113.677001953125
201707051500,20170705,930,121471.12917963866,120049.65510871582,121600.35719545897,120178.88312453612,120695.78382011717,488363.0,456577024.0,113.677001953125
201707061500,20170706,930,120049.65510871582,120954.2284840576,121212.68451569823,119791.21044477541,121083.45649987792,567720.0,529294112.0,113.677001953125
201707071500,20170707,930,120954.2284840576,121083.45649987792,121600.35719545897,120308.11114035646,121471.12917963866,738912.0,691387200.0,113.677001953125
201707101500,20170710,930,121083.45649987792,122117.25789104003,122504.93057080077,120695.78382011717,122375.70255498045,760370.0,717084347.0,113.677001953125
201707111500,20170711,930,122117.25789104003,124184.84930566406,124830.96664936523,121988.02987521971,123926.39327402343,1360816.0,1303090048.0,113.677001953125
201707121500,20170712,930,124184.84930566406,132713.67099580079,135168.93509018555,124184.84930566406,132455.22633186035,3812087.0,3842010112.0,113.677001953125
201707131500,20170713,930,132713.67099580079,133101.34367556154,136719.63717692872,131809.09762045898,133618.2443711426,2998844.0,3113681408.0,113.677001953125
201707141500,20170714,930,133101.34367556154,139691.80196689453,140854.82000617677,132455.22633186035,140854.82000617677,2994534.0,3180144640.0,113.677001953125
201707171500,20170717,930,139691.80196689453,141500.94871757814,141242.49268593753,137753.42720039064,140854.82000617677,1722570.0,1864449152.0,113.677001953125
201707181500,20170718,930,141500.94871757814,138916.45660737305,146153.0322424072,138528.77255991212,139691.80196689453,3273123.0,3608692224.0,113.677001953125
201707191500,20170719,930,138916.45660737305,142017.83804545898,143826.98479614255,137365.75452062988,142793.19477268067,2349432.0,2558434048.0,113.677001953125
201707201500,20170720,930,142017.83804545898,143180.8674524414,144473.11350754392,140596.37534223634,143310.0841005615,1933076.0,2131336320.0,113.677001953125
201707211500,20170721,930,143180.8674524414,144070.15440827943,144860.78618730468,141113.26467011718,141759.39338151857,1537339.0,1695060998.0,115.33809661865234
201707241500,20170724,930,144070.15440827943,143937.12344763946,145533.4719076996,142207.75556074906,144868.32863830947,1501020.0,1625416448.0,115.33809661865234
201707251500,20170725,930,143937.12344763946,146065.58421644973,146863.7584464798,142739.8678694992,145666.50286833954,1692664.0,1846886658.0,115.33809661865234
201707261500,20170726,930,146065.58421644973,145267.42152022934,149923.42440596008,145666.50286833954,146331.64613772964,1954768.0,2172114688.0,115.33809661865234
201707271500,20170727,930,145267.42152022934,142606.83690885926,148726.1688278198,141941.69363946916,142872.89883013917,1697412.0,1846282000.0,115.33809661865234
201707281500,20170728,930,142606.83690885926,141143.5194094391,143271.98017824936,140079.29479193877,140877.46902196883,1194490.0,1273888896.0,115.33809661865234
201707311500,20170731,930,141143.5194094391,143671.0730601692,143804.10402080917,140744.4380613289,142872.89883013917,819195.0,877769287.0,115.33809661865234
201708011500,20170801,930,143671.0730601692,141542.61229135894,143937.12344763946,139015.05864062882,141941.69363946916,1575864.0,1671814000.0,115.33809661865234
201708021500,20170802,930,141542.61229135894,146996.78940711977,147262.85132839964,141276.55037007903,146863.7584464798,2035710.0,2222887936.0,115.33809661865234
201708031500,20170803,930,146996.78940711977,148194.04498526003,150721.59863599014,145799.5338289795,148327.07594589997,2062069.0,2307726592.0,115.33809661865234
201708041500,20170804,930,148194.04498526003,146331.64613772964,149125.25017593004,146065.58421644973,146464.6770983696,984219.0,1090954110.0,115.33809661865234
201708071500,20170807,930,146331.64613772964,147129.8203677597,150189.4747934303,145400.44094705966,148593.13786717987,1353952.0,1511389828.0,115.33809661865234
201708081500,20170808,930,147129.8203677597,146331.64613772964,148593.13786717987,145001.35959894944,146331.64613772964,860644.0,946975678.0,115.33809661865234
201708091500,20170809,930,146331.64613772964,145799.5338289795,147794.96363714983,145134.39055958937,146996.78940711977,689567.0,758872060.0,115.33809661865234
201708101500,20170810,930,145799.5338289795,142340.786521389,146597.70805900957,142074.7246001091,142739.8678694992,1042322.0,1126512132.0,115.33809661865234
201708111500,20170811,930,142340.786521389,139414.1515225487,143937.12344763946,140345.3567132187,141276.55037007903,959880.0,1026675968.0,115.33809661865234
201708141500,20170814,930,139414.1515225487,134758.14863681793,140212.32575257873,132895.7382554779,133294.83113739776,2440643.0,2501779456.0,115.33809661865234
201708151500,20170815,930,134758.14863681793,136221.45460242845,136354.4855630684,133693.91248550796,135955.4042149582,1157665.0,1175479166.0,115.33809661865234
201708161500,20170816,930,136221.45460242845,136886.59787181855,139813.2328706589,135955.4042149582,137152.65979309846,1075162.0,1116749952.0,115.33809661865234
201708171500,20170817,930,136886.59787181855,137684.7721018486,137950.83402312853,135024.1990242882,137551.7526750183,756806.0,778517632.0,115.33809661865234
201708181500,20170818,930,137684.7721018486,137817.80306248856,138615.97729251863,136886.59787181855,138615.97729251863,553642.0,573093952.0,115.33809661865234
201708211500,20170821,930,137817.80306248856,138749.00825315856,140611.40710068896,136886.59787181855,138882.0392137985,616520.0,643188733.0,115.33809661865234
201708221500,20170822,930,138749.00825315856,139414.1515225487,139813.2328706589,138216.89594440843,139148.08960126876,399155.0,417653120.0,115.33809661865234
201708231500,20170823,930,139414.1515225487,141409.581330719,141808.66267882922,137950.83402312853,141675.6432519989,875682.0,922881856.0,115.33809661865234
201708241500,20170824,930,141409.581330719,144868.32863830947,146065.58421644973,140877.46902196883,145001.35959894944,1319152.0,1430051836.0,115.33809661865234
201708251500,20170825,930,144868.32863830947,145533.4719076996,147794.96363714983,144203.1853689194,145400.44094705966,924249.0,1014933636.0,115.33809661865234
201708281500,20170828,930,145533.4719076996,147661.93267650984,148593.13786717987,145001.35959894944,147794.96363714983,963940.0,1068994624.0,115.33809661865234
201708291500,20170829,930,147661.93267650984,150322.5057540703,153515.2026741905,147661.93267650984,150987.64902346037,1603938.0,1828380032.0,115.33809661865234
201708301500,20170830,930,150322.5057540703,155377.60152172088,156042.74479111098,150056.45536660004,155244.57056108094,1357984.0,1569230080.0,115.33809661865234
201708311500,20170831,930,155377.60152172088,151519.7728660202,155643.66344300078,151120.67998410034,152051.88517477034,1096675.0,1264128128.0,115.33809661865234
201709011500,20170901,930,151519.7728660202,150056.45536660004,152184.9161354103,148327.07594589997,150056.45536660004,1151786.0,1297730552.0,115.33809661865234
201709041500,20170904,930,150056.45536660004,148726.1688278198,151519.7728660202,148327.07594589997,149125.25017593004,959977.0,1080996355.0,115.33809661865234
201709051500,20170905,930,148726.1688278198,155377.60152172088,155909.71383047104,148726.1688278198,155909.71383047104,1352326.0,1551875072.0,115.33809661865234
201709061500,20170906,930,155377.60152172088,154180.34594358064,158703.3178686714,154313.37690422058,154845.48921297072,1287519.0,1513759488.0,115.33809661865234
201709071500,20170907,930,154180.34594358064,154978.5201736107,157905.14363864137,152717.02844416047,155643.66344300078,791622.0,925519040.0,115.33809661865234
201709081500,20170908,930,154978.5201736107,152450.96652288054,156175.77575175095,151519.7728660202,152184.9161354103,614187.0,711036416.0,115.33809661865234
201709111500,20170911,930,152450.96652288054,153515.2026741905,154845.48921297072,151386.74190538027,152850.0594048004,481276.0,553644546.0,115.33809661865234
201709121500,20170912,930,153515.2026741905,151386.74190538027,155510.63248236084,150322.5057540703,151386.74190538027,699473.0,801825024.0,115.33809661865234
201709131500,20170913,930,151386.74190538027,152850.0594048004,153515.2026741905,149923.42440596008,153515.2026741905,846183.0,962032192.0,115.33809661865234
201709141500,20170914,930,152850.0594048004,152051.88517477034,153515.2026741905,150854.62959663008,152051.88517477034,668237.0,765028221.0,115.33809661865234
201709151500,20170915,930,152051.88517477034,150189.4747934303,154180.34594358064,149657.36248468017,150588.5676753502,883088.0,1005775612.0,115.33809661865234
201709181500,20170918,930,150189.4747934303,149657.36248468017,150588.5676753502,148327.07594589997,150189.4747934303,646095.0,726061119.0,115.33809661865234
201709191500,20170919,930,149657.36248468017,149657.36248468017,150588.5676753502,148992.21921529007,149657.36248468017,607613.0,684223035.0,115.33809661865234
201709201500,20170920,930,149657.36248468017,148194.04498526003,150721.59863599014,147395.87075522993,148061.0255584297,764213.0,853816000.0,115.33809661865234
201709211500,20170921,930,148194.04498526003,149790.39344532014,151253.71094474028,147129.8203677597,150189.4747934303,787155.0,884640955.0,115.33809661865234
201709221500,20170922,930,149790.39344532014,152051.88517477034,152983.09036544038,148992.21921529007,152450.96652288054,692408.0,788605304.0,115.33809661865234
201709251500,20170925,930,152051.88517477034,152184.9161354103,153116.10979227067,150455.53671471024,152184.9161354103,593928.0,677622528.0,115.33809661865234
201709261500,20170926,930,152184.9161354103,149790.39344532014,152317.9355622406,148859.1882546501,150189.4747934303,532391.0,602270336.0,115.33809661865234
201709271500,20170927,930,149790.39344532014,146464.6770983696,150322.5057540703,145932.56478961944,146996.78940711977,967461.0,1074228224.0,115.33809661865234
201709281500,20170928,930,146464.6770983696,146065.58421644973,147395.87075522993,145001.35959894944,145400.44094705966,727188.0,798377275.0,115.33809661865234
201709291500,20170929,930,146065.58421644973,145267.42152022934,146065.58421644973,143937.12344763946,144735.29767766953,517220.0,563485120.0,115.33809661865234
201710091500,20171009,930,145267.42152022934,153914.28402230074,148460.1069065399,144602.2667170296,147794.96363714983,682280.0,753852542.0,115.33809661865234
201710101500,20171010,930,153914.28402230074,150721.59863599014,154579.4272916908,149790.39344532014,150322.5057540703,1325227.0,1520609536.0,115.33809661865234
201710111500,20171011,930,150721.59863599014,152717.02844416047,152850.0594048004,150721.59863599014,152583.9974835205,747925.0,853665858.0,115.33809661865234
201710121500,20171012,930,152717.02844416047,153515.2026741905,154047.31498294068,150987.64902346037,153382.17171355058,658078.0,756203390.0,115.33809661865234
201710131500,20171013,930,153515.2026741905,153781.25306166074,154047.31498294068,152583.9974835205,153648.23363483048,578065.0,667148408.0,115.33809661865234
201710161500,20171016,930,153781.25306166074,151120.67998410034,153781.25306166074,149923.42440596008,151120.67998410034,737376.0,839662720.0,115.33809661865234
201710171500,20171017,930,151120.67998410034,154579.4272916908,154313.37690422058,150189.4747934303,154180.34594358064,1036251.0,1190724224.0,115.33809661865234
201710181500,20171018,930,154579.4272916908,153382.17171355058,154845.48921297072,152717.02844416047,153116.10979227067,506372.0,585334012.0,115.33809661865234
201710191500,20171019,930,153382.17171355058,154845.48921297072,155510.63248236084,153116.10979227067,155510.63248236084,871365.0,1011050944.0,115.33809661865234
201710201500,20171020,930,154845.48921297072,154180.34594358064,155909.71383047104,153914.28402230074,154712.45825233078,722765.0,841546817.0,115.33809661865234
201710231500,20171023,930,154180.34594358064,151519.7728660202,154180.34594358064,151785.82325349047,152717.02844416047,461808.0,529747040.0,115.33809661865234
201710241500,20171024,930,151519.7728660202,148992.21921529007,151652.7922928505,148327.07594589997,148859.1882546501,1074465.0,1206888312.0,115.33809661865234
201710251500,20171025,930,148992.21921529007,151120.67998410034,151918.8542141304,148726.1688278198,151519.7728660202,618872.0,700896897.0,115.33809661865234
201710261500,20171026,930,151120.67998410034,149657.36248468017,151253.71094474028,149657.36248468017,149923.42440596008,418574.0,472708192.0,115.33809661865234
201710271500,20171027,930,149657.36248468017,148859.1882546501,150588.5676753502,147927.99459778977,148726.1688278198,928996.0,1041707004.0,115.33809661865234
